covid_period,n_unweighted,pct_has_heart_failure,pct_has_mi,pct_has_chd,pct_has_angina,pct_has_stroke,pct_has_any_cvd,mean_systolic_bp_avg,mean_bmi,mean_hba1c,mean_total_cholesterol,mean_fasting_glucose
pre_pandemic,55081,2.3857563236113823,3.401568181576679,3.4592976281286005,2.442913300982495,2.8043689731437635,8.671661858809681,122.5907773987017,28.75632727722316,5.617266033195249,193.98806313816686,106.79309560283406
post_pandemic,7809,3.0200208470230274,3.33295845191278,4.060130665937868,1.691861694826548,3.5577136258168984,9.609307987158704,121.15234081863616,29.67612769756558,5.70705460325005,188.40315411619062,109.0812221734989
