cycle,component,module,file_label,rule_id,rule,disposition,decided_by,data_url
2011-2012,Examination,MGX_G,Muscle Strength - Grip Test,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/MGX_G.xpt
2011-2012,Examination,OHXDEN_G,Oral Health - Dentition,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/OHXDEN_G.xpt
2011-2012,Examination,OHXPER_G,Oral Health - Periodontal,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/OHXPER_G.xpt
2011-2012,Examination,OHXREF_G,Oral Health - Recommendation of Care,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/OHXREF_G.xpt
2011-2012,Examination,PAXLUX_G,Physical Activity Monitor - Ambient Light Raw Data,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.govhttps://ftp.cdc.gov/pub/paxlux_g
2011-2012,Examination,PAXDAY_G,Physical Activity Monitor - Day,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAXDAY_G.xpt
2011-2012,Examination,PAXHD_G,Physical Activity Monitor - Header,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAXHD_G.xpt
2011-2012,Examination,PAXHR_G,Physical Activity Monitor - Hour,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAXHR_G.xpt
2011-2012,Examination,PAXMIN_G,Physical Activity Monitor - Minute,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.govhttps://ftp.cdc.gov/pub/NHANES/LargeDataFiles/PAXMIN_G.xpt
2011-2012,Examination,PAX_G,Physical Activity Monitor - Raw Data 80hz,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.govhttps://ftp.cdc.gov/pub/pax_g
2011-2012,Examination,SPX_G,Spirometry - Pre and Post-Bronchodilator,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/SPX_G.xpt
2011-2012,Examination,SPXRAW_G,Spirometry - Raw Curve Data,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/SPXRAW_G.zip
2011-2012,Examination,TBX_G,Tuberculosis,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/TBX_G.xpt
2011-2012,Laboratory,ALB_CR_G,Albumin & Creatinine - Urine,KEEP,whitelist: urine_albumin_creat,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/ALB_CR_G.xpt
2011-2012,Laboratory,SSTOCA_G,Antibody to Toxocara spp. (Surplus),R3,"SURPLUS: subsample assay, no companion weight",drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/SSTOCA_G.xpt
2011-2012,Laboratory,APOB_G,Apolipoprotein B,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/APOB_G.xpt
2011-2012,Laboratory,UAS_G,Arsenics - Total & Speciated - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UAS_G.xpt
2011-2012,Laboratory,UASS_G,Arsenics - Total & Speciated - Urine - Special Sample,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UASS_G.xpt
2011-2012,Laboratory,SSDFS_G,Autoantibodies - Anti-DFS70 Autoantibody Analyses (Surplus),R3,"SURPLUS: subsample assay, no companion weight",drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/SSDFS_G.xpt
2011-2012,Laboratory,SSANA2_G,Autoantibodies - Immunofluorescence Analyses (Surplus),R3,"SURPLUS: subsample assay, no companion weight",drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/SSANA2_G.xpt
2011-2012,Laboratory,BFRPOL_G,Brominated Flame Retardants (BFRs) - Pooled Samples,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/BFRPOL_G.xpt
2011-2012,Laboratory,PBCD_G,"Cadmium, Lead, Total Mercury, Selenium, & Manganese - Blood",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PBCD_G.xpt
2011-2012,Laboratory,CAFE_G,Caffeine & Caffeine Metabolites - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/CAFE_G.xpt
2011-2012,Laboratory,CHLMDA_G,Chlamydia - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/CHLMDA_G.xpt
2011-2012,Laboratory,HDL_G,Cholesterol - HDL,KEEP,whitelist: cholesterol_total_hdl,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/HDL_G.xpt
2011-2012,Laboratory,TRIGLY_G,Cholesterol - LDL & Triglycerides,KEEP,whitelist: cholesterol_ldl_trig,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/TRIGLY_G.xpt
2011-2012,Laboratory,TCHOL_G,Cholesterol - Total,KEEP,whitelist: cholesterol_total_hdl,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/TCHOL_G.xpt
2011-2012,Laboratory,CBC_G,Complete Blood Count with 5-part Differential - Whole Blood,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/CBC_G.xpt
2011-2012,Laboratory,CUSEZN_G,"Copper, Selenium & Zinc - Serum",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/CUSEZN_G.xpt
2011-2012,Laboratory,COTNAL_G,Cotinine - Serum & Total NNAL - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/COTNAL_G.xpt
2011-2012,Laboratory,CMV_G,Cytomegalovirus IgG & IgM Antibodies - Serum,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/CMV_G.xpt
2011-2012,Laboratory,DEET_G,DEET and Metabolites,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DEET_G.xpt
2011-2012,Laboratory,EPH_G,Environmental Phenols & Parabens,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/EPH_G.xpt
2011-2012,Laboratory,FASTQX_G,Fasting Questionnaire,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/FASTQX_G.xpt
2011-2012,Laboratory,FAS_G,Fatty Acids - Serum,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/FAS_G.xpt
2011-2012,Laboratory,SSFR_G,Flame Retardants - Urine (Surplus),R3,"SURPLUS: subsample assay, no companion weight",drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/SSFR_G.xpt
2011-2012,Laboratory,FOLATE_G,Folate - RBC,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/FOLATE_G.xpt
2011-2012,Laboratory,FOLFMS_G,Folate Forms - Total & Individual - Serum,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/FOLFMS_G.xpt
2011-2012,Laboratory,GHB_G,Glycohemoglobin,KEEP,whitelist: glycohemoglobin,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/GHB_G.xpt
2011-2012,Laboratory,HEPA_G,Hepatitis A Antibody,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/HEPA_G.xpt
2011-2012,Laboratory,HEPB_S_G,Hepatitis B Surface Antibody,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/HEPB_S_G.xpt
2011-2012,Laboratory,HEPBD_G,"Hepatitis B: Core antibody, Surface antigen, and Hepatitis D: antibody",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/HEPBD_G.xpt
2011-2012,Laboratory,SSHCV_E,Hepatitis C Antibody Reflex Testing - Serum (Surplus),R3,"SURPLUS: subsample assay, no companion weight",drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/SSHCV_E.xpt
2011-2012,Laboratory,HEPC_G,"Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/HEPC_G.xpt
2011-2012,Laboratory,HEPE_G,Hepatitis E : IgG & IgM Antibodies,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/HEPE_G.xpt
2011-2012,Laboratory,HSV_G,Herpes Simplex Virus Type-1 & Type-2,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/HSV_G.xpt
2011-2012,Laboratory,HIV_G,HIV Antibody Test,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/HIV_G.xpt
2011-2012,Laboratory,SSHOLO_G,Holotranscobalamin – Serum (Surplus),R3,"SURPLUS: subsample assay, no companion weight",drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/SSHOLO_G.xpt
2011-2012,Laboratory,ORHPV_G,Human Papillomavirus (HPV) - Oral Rinse,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/ORHPV_G.xpt
2011-2012,Laboratory,HPVSWR_G,Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/HPVSWR_G.xpt
2011-2012,Laboratory,UIO_G,Iodine - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UIO_G.xpt
2011-2012,Laboratory,SSKL_G,Klotho - Serum (Surplus),R3,"SURPLUS: subsample assay, no companion weight",drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/SSKL_G.xpt
2011-2012,Laboratory,UHG_G,Mercury: Inorganic - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHG_G.xpt
2011-2012,Laboratory,IHGEM_G,"Mercury: Inorganic, Ethyl and Methyl - Blood",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/IHGEM_G.xpt
2011-2012,Laboratory,UHM_G,Metals - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHM_G.xpt
2011-2012,Laboratory,UHMS_G,Metals - Urine - Special Sample,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHMS_G.xpt
2011-2012,Laboratory,MMA_G,Methylmalonic Acid,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/MMA_G.xpt
2011-2012,Laboratory,PCBPOL_G,Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PCBPOL_G.xpt
2011-2012,Laboratory,OGTT_G,Oral Glucose Tolerance Test,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/OGTT_G.xpt
2011-2012,Laboratory,DEFAULT,Oral Microbiome Project,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Nhanes/Omp/Default.aspx
2011-2012,Laboratory,OPD_G,Organophosphate Insecticides - Dialkyl Phosphate Metabolites - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/OPD_G.xpt
2011-2012,Laboratory,UCOSMO_G,Osmolality - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UCOSMO_G.xpt
2011-2012,Laboratory,PERNT_G,"Perchlorate, Nitrate & Thiocyanate - Urine",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PERNT_G.xpt
2011-2012,Laboratory,PERNTS_G,"Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PERNTS_G.xpt
2011-2012,Laboratory,PP_G,Pesticides - Environmental - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PP_G.xpt
2011-2012,Laboratory,PSTPOL_G,Pesticides - Organochlorine Pesticides - Pooled Samples,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PSTPOL_G.xpt
2011-2012,Laboratory,PHTHTE_G,Phthalates & Plasticizers Metabolites - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PHTHTE_G.xpt
2011-2012,Laboratory,GLU_G,Plasma Fasting Glucose & Insulin,KEEP,whitelist: fasting_glucose,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/GLU_G.xpt
2011-2012,Laboratory,PAH_G,Polyaromatic Hydrocarbons (PAHs) - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAH_G.xpt
2011-2012,Laboratory,PAHS_G,Polyaromatic Hydrocarbons (PAHs)- Urine - Special Sample,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAHS_G.xpt
2011-2012,Laboratory,DOXPOL_G,"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DOXPOL_G.xpt
2011-2012,Laboratory,PFC_G,Polyfluoroalkyl Chemicals,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PFC_G.xpt
2011-2012,Laboratory,POOLTF_G,Pooled-Sample Technical Support File,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/POOLTF_G.xpt
2011-2012,Laboratory,UCPREG_G,Pregnancy Test - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UCPREG_G.xpt
2011-2012,Laboratory,UPHOPM_G,"Pyrethroids, Herbicides, & Organophosphorus Metabolites - Urine",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UPHOPM_G.xpt
2011-2012,Laboratory,BIOPRO_G,Standard Biochemistry Profile,KEEP,whitelist: biochemistry,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/BIOPRO_G.xpt
2011-2012,Laboratory,THYROD_G,Thyroid Profile,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/THYROD_G.xpt
2011-2012,Laboratory,TGEMA_G,Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA),R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/TGEMA_G.xpt
2011-2012,Laboratory,TST_G,Total Testosterone,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/TST_G.xpt
2011-2012,Laboratory,SSTOXO_G,Toxoplasma gondii Antibody - Serum (Surplus),R3,"SURPLUS: subsample assay, no companion weight",drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/SSTOXO_G.xpt
2011-2012,Laboratory,TB_G,Tuberculosis - Quantiferon_In_Gold,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/TB_G.xpt
2011-2012,Laboratory,UCFLOW_G,Urine Flow Rate,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UCFLOW_G.xpt
2011-2012,Laboratory,VITB12_G,Vitamin B12,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/VITB12_G.xpt
2011-2012,Laboratory,VID_G,Vitamin D,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/VID_G.xpt
2011-2012,Laboratory,UVOC_G,Volatile Organic Compound (VOC) Metabolites - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UVOC_G.xpt
2011-2012,Laboratory,UVOCS_G,Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UVOCS_G.xpt
2011-2012,Laboratory,VOCWB_G,Volatile Organic Compounds (VOCs) - Blood,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/VOCWB_G.xpt
2011-2012,Laboratory,VOCMWB_G,Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/VOCMWB_G.xpt
2011-2012,Questionnaire,ACQ_G,Acculturation,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/ACQ_G.xpt
2011-2012,Questionnaire,ALQ_G,Alcohol Use,KEEP,whitelist: alcohol,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/ALQ_G.xpt
2011-2012,Questionnaire,AUQ_G,Audiometry,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/AUQ_G.xpt
2011-2012,Questionnaire,BPQ_G,Blood Pressure & Cholesterol,KEEP,whitelist: blood_pressure_quex,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/BPQ_G.xpt
2011-2012,Questionnaire,CDQ_G,Cardiovascular Health,KEEP,whitelist: cardiovascular_health,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/CDQ_G.xpt
2011-2012,Questionnaire,CFQ_G,Cognitive Functioning,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/CFQ_G.xpt
2011-2012,Questionnaire,CBQ_G,Consumer Behavior,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/CBQ_G.xpt
2011-2012,Questionnaire,CKQ_G,Creatine Kinase,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/CKQ_G.xpt
2011-2012,Questionnaire,HSQ_G,Current Health Status,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/HSQ_G.xpt
2011-2012,Questionnaire,DEQ_G,Dermatology,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DEQ_G.xpt
2011-2012,Questionnaire,DIQ_G,Diabetes,KEEP,whitelist: diabetes_quex,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DIQ_G.xpt
2011-2012,Questionnaire,DBQ_G,Diet Behavior & Nutrition,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DBQ_G.xpt
2011-2012,Questionnaire,DUQ_G,Drug Use,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DUQ_G.xpt
2011-2012,Questionnaire,ECQ_G,Early Childhood,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/ECQ_G.xpt
2011-2012,Questionnaire,FSQ_G,Food Security,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/FSQ_G.xpt
2011-2012,Questionnaire,HIQ_G,Health Insurance,KEEP,whitelist: health_insurance,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/HIQ_G.xpt
2011-2012,Questionnaire,HCQ_G,Hepatitis C Follow Up,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/HCQ_G.xpt
2011-2012,Questionnaire,HUQ_G,Hospital Utilization & Access to Care,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/HUQ_G.xpt
2011-2012,Questionnaire,HOQ_G,Housing Characteristics,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/HOQ_G.xpt
2011-2012,Questionnaire,IMQ_G,Immunization,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/IMQ_G.xpt
2011-2012,Questionnaire,INQ_G,Income,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/INQ_G.xpt
