cycle,component,file_label,module,data_url,doc_url,size_kb,date_published,downloadable
1999-2000,Demographics,Demographic Variables & Sample Weights,DEMO,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DEMO.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DEMO.htm,11264.0,Updated September 2009,True
1999-2000,Dietary,Dietary Interview - Individual Foods,DRXIFF,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DRXIFF.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DRXIFF.htm,69939.2,Updated July 2010,True
1999-2000,Dietary,Dietary Interview - Total Nutrient Intakes,DRXTOT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DRXTOT.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DRXTOT.htm,9625.6,Updated July 2010,True
1999-2000,Dietary,Dietary Interview Technical Support File - Food Code Format File,DRXFMT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DRXFMT.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DRXFMT.htm,321.2,July 2010,True
1999-2000,Dietary,Dietary Supplement Database - Blend Information,DSBI,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSBI.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSBI.htm,10240.0,February 2025,True
1999-2000,Dietary,Dietary Supplement Database - Ingredient Information,DSII,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSII.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSII.htm,84377.6,February 2025,True
1999-2000,Dietary,Dietary Supplement Database - Product Information,DSPI,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSPI.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSPI.htm,6656.0,February 2025,True
1999-2000,Dietary,"Dietary Supplement Use 30-Day - File 1, Supplement Counts",DSQFILE1,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSQFILE1.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSQFILE1.htm,234.8,Updated July 2009,True
1999-2000,Dietary,"Dietary Supplement Use 30-Day - File 2, Participant's Use of Supplements",DSQFILE2,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSQFILE2.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSQFILE2.htm,2150.4,Updated July 2009,True
1999-2000,Examination,Audiometry,AUX1,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/AUX1.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/AUX1.htm,1740.8,Updated February 2005,True
1999-2000,Examination,Audiometry - Acoustic Reflex,AUXAR,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/AUXAR.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/AUXAR.htm,4812.8,January 2015,True
1999-2000,Examination,Audiometry - Tympanometry,AUXTYM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/AUXTYM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/AUXTYM.htm,2457.6,February 2006,True
1999-2000,Examination,Balance,BAX,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/BAX.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/BAX.htm,611.4,Updated June 2005,True
1999-2000,Examination,Bioelectrical Impedance Analysis,BIX,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/BIX.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/BIX.htm,4812.8,Updated December 2009,True
1999-2000,Examination,Blood Pressure,BPX,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/BPX.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/BPX.htm,2150.4,June 2002,True
1999-2000,Examination,Body Measures,BMX,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/BMX.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/BMX.htm,2764.8,June 2002,True
1999-2000,Examination,Cardiovascular Fitness,CVX,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CVX.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CVX.htm,2355.2,June 2004,True
1999-2000,Examination,Dual-Energy X-ray Absorptiometry - Whole Body,DXA,https://wwwn.cdc.gov/Nchs/Nhanes/Dxa/Dxa.aspx,https://wwwn.cdc.gov/Nchs/Nhanes/Dxa/Dxa.aspx,,Updated December 2016,True
1999-2000,Examination,Lower Extremity Disease - Ankle Brachial Blood Pressure Index,LEXABPI,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LEXABPI.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LEXABPI.htm,362.3,June 2002,True
1999-2000,Examination,Lower Extremity Disease - Peripheral Neuropathy,LEXPN,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LEXPN.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LEXPN.htm,972.5,June 2002,True
1999-2000,Examination,Muscle Strength,MSX,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/MSX.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/MSX.htm,289.5,June 2002,True
1999-2000,Examination,Oral Health - Dentition,OHXDENT,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/OHXDENT.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/OHXDENT.htm,9113.6,Updated June 2006,True
1999-2000,Examination,Oral Health - Periodontal,OHXPERIO,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/OHXPERIO.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/OHXPERIO.htm,9216.0,January 2004,True
1999-2000,Examination,Oral Health - Recommendation of Care,OHXREF,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/OHXREF.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/OHXREF.htm,1433.6,Updated May 2006,True
1999-2000,Examination,Shared Exclusion Questions,SEQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SEQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SEQ.htm,692.1,June 2002,True
1999-2000,Examination,Tuberculosis,TB,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/TB.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/TB.htm,623.0,Updated January 2008,True
1999-2000,Examination,Vision,VIX,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/VIX.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/VIX.htm,2969.6,Updated February 2005,True
1999-2000,Laboratory,Aflatoxin B1-lysine - Serum (Surplus),SSAFB_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSAFB_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSAFB_A.htm,852.0,Updated April 2022,True
1999-2000,Laboratory,Albumin & Creatinine - Urine,LAB16,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB16.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB16.htm,306.9,June 2002,True
1999-2000,Laboratory,Anti-Mullerian Hormone (AMH) & Inhibin-B (Surplus),SSAMH_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSAMH_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSAMH_A.htm,10.8,Updated April 2022,True
1999-2000,Laboratory,Autoantibodies - Anti-DFS70 Autoantibody Analyses (Surplus),SSDFS_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSDFS_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSDFS_A.htm,7.2,July 2022,True
1999-2000,Laboratory,Autoantibodies - Immunofluorescence & Immunoprecipitation Analyses (Surplus),SSANA_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSANA_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSANA_A.htm,2457.6,Updated July 2022,True
1999-2000,Laboratory,Autoantibodies - Immunofluorescence Analyses (Surplus),SSANA2_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSANA2_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSANA2_A.htm,1843.2,Updated July 2022,True
1999-2000,Laboratory,"Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries",LAB06,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB06.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB06.htm,2867.2,Updated September 2007,True
1999-2000,Laboratory,Caffeine & Caffeine Metabolites - Urine (Surplus),SSCAFE_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSCAFE_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSCAFE_A.htm,646.3,December 2024,True
1999-2000,Laboratory,Chlamydia & Gonorrhea - Urine,LAB05,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB05.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB05.htm,50.5,June 2002,True
1999-2000,Laboratory,Cholesterol - LDL & Triglycerides,LAB13AM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB13AM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB13AM.htm,215.9,Updated March 2007,True
1999-2000,Laboratory,Cholesterol - Total & HDL,LAB13,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB13.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB13.htm,327.3,Updated April 2010,True
1999-2000,Laboratory,Complete Blood Count with 5-part Differential - Whole Blood,LAB25,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB25.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB25.htm,1433.6,Updated April 2006,True
1999-2000,Laboratory,C-Reactive Protein (CRP),LAB11,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB11.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB11.htm,458.0,Updated September 2008,True
1999-2000,Laboratory,Cryptosporidum & Toxoplasma,LAB17,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB17.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB17.htm,372.7,June 2002,True
1999-2000,Laboratory,Cystatin C - Serum (Surplus),SSCYST_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSCYST_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSCYST_A.htm,60.0,Updated April 2022,True
1999-2000,Laboratory,Cytomegalovirus Antibodies - Serum (Surplus),SSCMV_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSCMV_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSCMV_A.htm,227.5,Updated April 2022,True
1999-2000,Laboratory,Cytomegalovirus Genotypes - Urine (Surplus),SSCMVG_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSCMVG_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSCMVG_A.htm,31.1,June 2017,True
1999-2000,Laboratory,Cytomegalovirus shedding - Urine (Surplus),SSUCSH_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSUCSH_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSUCSH_A.htm,161.9,Updated April 2022,True
1999-2000,Laboratory,"Dioxins, Furans, & Coplanar PCBs",LAB28POC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB28POC.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB28POC.htm,3686.4,Updated January 2009,True
1999-2000,Laboratory,DNAm Epigenetic Biomarker,DEFAULT,https://wwwn.cdc.gov/Nchs/Nhanes/DNAm/Default.aspx,https://wwwn.cdc.gov/Nchs/Nhanes/DNAm/Default.aspx,,July 2024,True
1999-2000,Laboratory,Fasting Questionnaire,PH,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PH.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PH.htm,1331.2,Updated December 2005,True
1999-2000,Laboratory,Folic Acid - Unmetabolized (Surplus),SSFOL_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSFOL_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSFOL_A.htm,70.3,Updated April 2022,True
1999-2000,Laboratory,"Glycated albumin, Beta-2 Microglobulin, Cystatin C (Surplus)",SSCARD_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSCARD_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSCARD_A.htm,2252.8,Updated July 2022,True
1999-2000,Laboratory,Glycohemoglobin,LAB10,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB10.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB10.htm,106.6,Updated March 2012,True
1999-2000,Laboratory,Hepatitis A Antibody,L02HPA_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/L02HPA_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/L02HPA_A.htm,135.2,March 2008,True
1999-2000,Laboratory,Hepatitis B Surface Antibody,L02HBS,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/L02HBS.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/L02HBS.htm,135.2,Updated June 2008,True
1999-2000,Laboratory,Hepatitis B: Core Antibody & Surface Antigen; Hepatitis C: Confirmed Antibody & RNA (HCV-RNA); Hepatitis D Antibody,LAB02,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB02.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB02.htm,404.1,Updated November 2010,True
1999-2000,Laboratory,Herpes Simplex Virus Type-1 & Type-2,LAB09,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB09.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB09.htm,94.1,Updated May 2010,True
1999-2000,Laboratory,Herpes Simplex Virus Type-1 (Surplus),SSHSV1_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSHSV1_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSHSV1_A.htm,39.1,Updated April 2022,True
1999-2000,Laboratory,High-sensitivity cardiac troponins (Surplus),SSTROP_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSTROP_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSTROP_A.htm,2048.0,September 2022,True
1999-2000,Laboratory,"HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells",LAB03,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB03.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB03.htm,89.4,Updated August 2006,True
1999-2000,Laboratory,Latex,LAB07,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB07.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB07.htm,122.0,June 2002,True
1999-2000,Laboratory,Lead - Dust,LAB20,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB20.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB20.htm,173.0,June 2006,True
1999-2000,Laboratory,"Measles, Rubella, & Varicella",LAB19,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB19.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB19.htm,178.3,December 2004,True
1999-2000,Laboratory,Mercury - Hair,LAB22,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB22.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB22.htm,134.4,Updated January 2005,True
1999-2000,Laboratory,Metals - Urine,LAB06HM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB06HM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB06HM.htm,1331.2,Updated September 2023,True
1999-2000,Laboratory,Monoclonal gammopathy of undetermined significance (MGUS) (Surplus),SSOL_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSOL_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSOL_A.htm,694.8,Updated April 2022,True
1999-2000,Laboratory,Mumps Antibody - Serum (Surplus),SSMUMP_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSMUMP_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSMUMP_A.htm,163.1,Updated April 2022,True
1999-2000,Laboratory,Norovirus antibody - Serum,SSNORO_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSNORO_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSNORO_A.htm,324.5,Updated April 2022,True
1999-2000,Laboratory,N-terminal Pro-BNP (Surplus),SSBNP_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSBNP_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSBNP_A.htm,995.6,July 2022,True
1999-2000,Laboratory,Perfluoroalkyl Chemicals - Serum (Surplus),SSPFC_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSPFC_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSPFC_A.htm,265.5,Updated December 2022,True
1999-2000,Laboratory,"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)",LAB26PP,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB26PP.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB26PP.htm,1536.0,Updated January 2012,True
1999-2000,Laboratory,"Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",PHPYPA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PHPYPA.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PHPYPA.htm,1433.6,Updated January 2012,True
1999-2000,Laboratory,"Plasma Fasting Glucose, Serum C-peptide & Insulin",LAB10AM,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB10AM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB10AM.htm,206.0,Updated September 2009,True
1999-2000,Laboratory,Pregnancy Test - Urine,UC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/UC.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/UC.htm,29.8,Updated January 2007,True
1999-2000,Laboratory,Sex Steroid Hormone - Men (Surplus),SSCHL_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSCHL_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSCHL_A.htm,17.6,Updated April 2022,True
1999-2000,Laboratory,Standard Biochemistry Profile & Hormones,LAB18,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB18.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB18.htm,2150.4,Updated August 2006,True
1999-2000,Laboratory,Telomere Mean and Standard Deviation (Surplus),TELO_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/TELO_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/TELO_A.htm,84.8,Updated February 2015,True
1999-2000,Laboratory,Thyroid - Stimulating Hormone & Thyroxine (TSH & T4),LAB18T4,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB18T4.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB18T4.htm,108.3,Updated October 2023,True
1999-2000,Laboratory,Trans Fatty Acids,TFA_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/TFA_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/TFA_A.htm,334.8,Updated March 2019,True
1999-2000,Laboratory,Transferrin Receptor - Pregnant Women (Surplus),SSTFR_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSTFR_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSTFR_A.htm,7.0,Updated April 2022,True
1999-2000,Laboratory,Varicella-Zoster Virus Antibody (Surplus),SSVARI_A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSVARI_A.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/SSVARI_A.htm,5.2,March 2009,True
1999-2000,Laboratory,Volatile Organic Compounds - Blood & Water,LAB04,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB04.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB04.htm,306.1,December 2006,True
1999-2000,Laboratory,Volatile Organic Compounds (VOC) - Personal Exposure Badge,LAB21,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB21.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB21.htm,360.4,April 2005,True
1999-2000,Questionnaire,Acculturation,ACQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ACQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ACQ.htm,629.2,June 2002,True
1999-2000,Questionnaire,Alcohol Use,ALQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ALQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ALQ.htm,314.5,June 2002,True
1999-2000,Questionnaire,Analgesic Pain Relievers,RXQ_ANA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/RXQ_ANA.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/RXQ_ANA.htm,279.2,June 2002,True
1999-2000,Questionnaire,Audiometry,AUQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/AUQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/AUQ.htm,966.6,June 2002,True
1999-2000,Questionnaire,Balance,BAQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/BAQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/BAQ.htm,601.2,June 2002,True
1999-2000,Questionnaire,Blood Pressure & Cholesterol,BPQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/BPQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/BPQ.htm,1740.8,June 2002,True
1999-2000,Questionnaire,Cardiovascular Health,CDQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CDQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CDQ.htm,250.9,June 2002,True
1999-2000,Questionnaire,Cognitive Functioning,CFQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CFQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CFQ.htm,116.5,January 2005,True
1999-2000,Questionnaire,Current Health Status,HSQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/HSQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/HSQ.htm,553.8,June 2002,True
1999-2000,Questionnaire,Dermatology,DEQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DEQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DEQ.htm,3584.0,June 2002,True
1999-2000,Questionnaire,Diabetes,DIQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DIQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DIQ.htm,1228.8,June 2002,True
1999-2000,Questionnaire,Diet Behavior & Nutrition,DBQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DBQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DBQ.htm,3584.0,June 2002,True
1999-2000,Questionnaire,Drug Use,DUQ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DUQ.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DUQ.htm,112.3,June 2002,True
