cycle,component,file_label,module,data_url,doc_url,size_kb,date_published,downloadable
2009-2010,Laboratory,Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA),TGEMA_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/TGEMA_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/TGEMA_F.htm,202.6,September 2011,True
2009-2010,Laboratory,Toxoplasma Gondii Antibody - Serum (Surplus),SSTOXO_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SSTOXO_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SSTOXO_F.htm,105.4,Updated April 2022,True
2009-2010,Laboratory,Trans Fatty Acids,TFA_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/TFA_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/TFA_F.htm,425.8,Updated March 2019,True
2009-2010,Laboratory,Transferrin Receptor,TFR_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/TFR_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/TFR_F.htm,56.1,February 2012,True
2009-2010,Laboratory,Urine Flow Rate,UCFLOW_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/UCFLOW_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/UCFLOW_F.htm,673.3,Updated April 2018,True
2009-2010,Laboratory,Vitamin B6,VIT_B6_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/VIT_B6_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/VIT_B6_F.htm,231.7,October 2015,True
2009-2010,Laboratory,Vitamin D,,,,693.5,October 2015,False
2009-2010,Laboratory,Volatile Organic Compounds (VOCs) - Blood,VOCWB_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/VOCWB_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/VOCWB_F.htm,2150.4,April 2017,True
2009-2010,Laboratory,Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood,VOCMWB_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/VOCMWB_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/VOCMWB_F.htm,412.3,February 2018,True
2009-2010,Laboratory,Volatile Organic Compounds (VOCs) - Water,VOC_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/VOC_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/VOC_F.htm,353.4,August 2017,True
2009-2010,Questionnaire,Acculturation,ACQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/ACQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/ACQ_F.htm,296.6,August 2012,True
2009-2010,Questionnaire,Air Quality,AQQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/AQQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/AQQ_F.htm,756.2,September 2011,True
2009-2010,Questionnaire,Alcohol Use,ALQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/ALQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/ALQ_F.htm,428.0,January 2012,True
2009-2010,Questionnaire,Alcohol Use (Ages 18-19),ALQY_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/ALQY_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/ALQY_F.htm,13.2,January 2012,True
2009-2010,Questionnaire,Arthritis,ARQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/ARQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/ARQ_F.htm,5017.6,September 2011,True
2009-2010,Questionnaire,Audiometry,AUQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/AUQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/AUQ_F.htm,1331.2,September 2011,True
2009-2010,Questionnaire,Blood Pressure & Cholesterol,BPQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/BPQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/BPQ_F.htm,1126.4,September 2011,True
2009-2010,Questionnaire,Bowel Health,BHQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/BHQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/BHQ_F.htm,570.4,January 2012,True
2009-2010,Questionnaire,Cardiovascular Health,CDQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/CDQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/CDQ_F.htm,552.3,September 2011,True
2009-2010,Questionnaire,Consumer Behavior,CBQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/CBQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/CBQ_F.htm,1536.0,February 2013,True
2009-2010,Questionnaire,Consumer Behavior Phone Follow-up Module - Adult,CBQPFA_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/CBQPFA_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/CBQPFA_F.htm,4403.2,April 2013,True
2009-2010,Questionnaire,Consumer Behavior Phone Follow-up Module - Child,CBQPFC_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/CBQPFC_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/CBQPFC_F.htm,1945.6,April 2013,True
2009-2010,Questionnaire,Current Health Status,HSQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/HSQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/HSQ_F.htm,1126.4,August 2012,True
2009-2010,Questionnaire,Dermatology,DEQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DEQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DEQ_F.htm,293.4,Updated August 2017,True
2009-2010,Questionnaire,Diabetes,DIQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DIQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DIQ_F.htm,1536.0,September 2011,True
2009-2010,Questionnaire,Diet Behavior & Nutrition,DBQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DBQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DBQ_F.htm,4505.6,September 2012,True
2009-2010,Questionnaire,Drug Use,DUQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DUQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DUQ_F.htm,1740.8,March 2012,True
2009-2010,Questionnaire,Early Childhood,ECQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/ECQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/ECQ_F.htm,287.1,January 2012,True
2009-2010,Questionnaire,Food Security,FSQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/FSQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/FSQ_F.htm,3584.0,March 2013,True
2009-2010,Questionnaire,Health Insurance,HIQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/HIQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/HIQ_F.htm,1331.2,September 2011,True
2009-2010,Questionnaire,Hepatitis C Follow Up,HCQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/HCQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/HCQ_F.htm,37.7,April 2012,True
2009-2010,Questionnaire,Hospital Utilization & Access to Care,HUQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/HUQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/HUQ_F.htm,825.3,September 2011,True
2009-2010,Questionnaire,Housing Characteristics,HOQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/HOQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/HOQ_F.htm,578.0,September 2012,True
2009-2010,Questionnaire,Immunization,IMQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/IMQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/IMQ_F.htm,413.0,December 2011,True
2009-2010,Questionnaire,Income,INQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/INQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/INQ_F.htm,1228.8,March 2013,True
2009-2010,Questionnaire,Kidney Conditions - Urology,KIQ_U_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/KIQ_U_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/KIQ_U_F.htm,780.2,January 2012,True
2009-2010,Questionnaire,Medical Conditions,MCQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/MCQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/MCQ_F.htm,6451.2,September 2011,True
2009-2010,Questionnaire,Mental Health - Depression Screener,DPQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DPQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DPQ_F.htm,548.8,September 2011,True
2009-2010,Questionnaire,Occupation,OCQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/OCQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/OCQ_F.htm,1228.8,Updated August 2014,True
2009-2010,Questionnaire,Oral Health,OHQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/OHQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/OHQ_F.htm,366.0,April 2012,True
2009-2010,Questionnaire,Osteoporosis,OSQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/OSQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/OSQ_F.htm,4505.6,January 2012,True
2009-2010,Questionnaire,Pesticide Use,PUQMEC_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PUQMEC_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PUQMEC_F.htm,202.6,September 2011,True
2009-2010,Questionnaire,Physical Activity,PAQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PAQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PAQ_F.htm,1638.4,September 2011,True
2009-2010,Questionnaire,Physical Functioning,PFQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PFQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PFQ_F.htm,2457.6,September 2011,True
2009-2010,Questionnaire,Prescription Medications,RXQ_RX_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/RXQ_RX_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/RXQ_RX_F.htm,3276.8,May 2012,True
2009-2010,Questionnaire,Prescription Medications - Drug Information,RXQ_DRUG,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1988/DataFiles/RXQ_DRUG.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1988/DataFiles/RXQ_DRUG.htm,3276.8,Updated September 2021,True
2009-2010,Questionnaire,Reproductive Health,RHQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/RHQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/RHQ_F.htm,1740.8,Updated December 2017,True
2009-2010,Questionnaire,Respiratory Health,RDQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/RDQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/RDQ_F.htm,1228.8,September 2011,True
2009-2010,Questionnaire,Sexual Behavior,SXQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SXQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SXQ_F.htm,2048.0,November 2011,True
2009-2010,Questionnaire,Sleep Disorders,SLQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SLQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SLQ_F.htm,216.6,January 2012,True
2009-2010,Questionnaire,Smoking - Cigarette Use,SMQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SMQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SMQ_F.htm,2560.0,Updated May 2015,True
2009-2010,Questionnaire,Smoking - Household Smokers,SMQFAM_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SMQFAM_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SMQFAM_F.htm,413.0,September 2011,True
2009-2010,Questionnaire,Smoking - Recent Tobacco Use,SMQRTU_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SMQRTU_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SMQRTU_F.htm,1433.6,September 2011,True
2009-2010,Questionnaire,Volatile Toxicant,VTQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/VTQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/VTQ_F.htm,647.4,April 2017,True
2009-2010,Questionnaire,Weight History,WHQ_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/WHQ_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/WHQ_F.htm,3379.2,October 2012,True
2009-2010,Questionnaire,Weight History - Youth,WHQMEC_F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/WHQMEC_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/WHQMEC_F.htm,290.9,January 2012,True
2009-2010,LimitedAccess,Alcohol Use - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/ALQY_F_R.htm,,January 2012,False
2009-2010,LimitedAccess,Avian Influenza A (H7N9) & Seasonal Influenza Viruses Antibodies (Surplus),,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2010/DataFiles/SSH7N9_R.htm,,November 2013,False
2009-2010,LimitedAccess,California - Demographic Variables & Sample Weights,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/CDEMO_EH.htm,,October 2015,False
2009-2010,LimitedAccess,Chlamydia & Gonorrhea - Urine - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/CHLM_F_R.htm,,September 2011,False
2009-2010,LimitedAccess,Drug Use - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DUQY_F_R.htm,,March 2012,False
2009-2010,LimitedAccess,Food Security - Pregnant Women,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/FSQ_F_R.htm,,March 2013,False
2009-2010,LimitedAccess,"Geocoded Data, NHANES 1999-2016, Census 2000",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/GEO_2000.htm,,March 2018,False
2009-2010,LimitedAccess,"Geocoded Data, NHANES 1999-2018, Census 2010",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/GEO_2010.htm,,Updated July 2021,False
2009-2010,LimitedAccess,"Geocoded Data, NHANES 1999-March 2020, Census 2020",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/GEO_2020.htm,,October 2023,False
2009-2010,LimitedAccess,Hemagglutination inhibition antibody titers to influenza A/ H1N1 viruses (Surplus),,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2010/DataFiles/SSHN10_R.htm,,July 2013,False
2009-2010,LimitedAccess,Herpes Simplex Virus Type-2 - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/HSV_F_R.htm,,October 2011,False
2009-2010,LimitedAccess,Human Leukocyte Antigen B-27,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/B27_F_R.htm,,December 2011,False
2009-2010,LimitedAccess,"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody - Serum - Youth",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SER_F_R.htm,,November 2013,False
2009-2010,LimitedAccess,Human Papillomavirus (HPV) - Oral Rinse - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/OHPV_F_R.htm,,October 2011,False
2009-2010,LimitedAccess,Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/HPVS_F_R.htm,,August 2012,False
2009-2010,LimitedAccess,Human Papillomavirus (HPV) Viral Load - Oral Rinse - Oral High-Risk HPV Infections - Youth (Surplus),,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SSHP_F_R.htm,,Updated May 2022,False
2009-2010,LimitedAccess,Influenza A (H3N2) Variant Virus & Historical Seasonal H3N2 Influenza Viruses Antibodies (Surplus),,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SSIF_F_R.htm,,Updated October 2015,False
2009-2010,LimitedAccess,Iodine - Urine - Pregnant Women (Surplus),,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SSUIFG_R.htm,,Updated May 2022,False
2009-2010,LimitedAccess,"Los Angeles County, California - Demographic Variables & Sample Weights",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/LDEMO_EH.htm,,October 2015,False
2009-2010,LimitedAccess,Mental Health - Depression Screener - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/DPQY_F_R.htm,,September 2011,False
2009-2010,LimitedAccess,Occupation - Industry & Occupation Codes,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/OCQ_F_R.htm,,June 2014,False
2009-2010,LimitedAccess,Oral Microbiome Project,,,https://wwwn.cdc.gov/Nchs/Nhanes/Omp/Default.aspx,,October 2022,False
2009-2010,LimitedAccess,Reproductive Health - Pregnant Women,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/RHQ_F_R.htm,,September 2011,False
2009-2010,LimitedAccess,Sexual Behavior - Youth,,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/SXQY_F_R.htm,,November 2011,False
2009-2010,LimitedAccess,"Sodium, Potassium & Chloride - Casual Urine",,,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2010/DataFiles/SSUE10_R.htm,,Updated May 2022,False
2011-2012,Demographics,Demographic Variables & Sample Weights,DEMO_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DEMO_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DEMO_G.htm,3686.4,Updated January 2015,True
2011-2012,Dietary,"Dietary Interview - Individual Foods, First Day",DR1IFF_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DR1IFF_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DR1IFF_G.htm,83968.0,September 2014,True
2011-2012,Dietary,"Dietary Interview - Individual Foods, Second Day",DR2IFF_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DR2IFF_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DR2IFF_G.htm,74444.8,September 2014,True
2011-2012,Dietary,"Dietary Interview - Total Nutrient Intakes, First Day",DR1TOT_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DR1TOT_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DR1TOT_G.htm,12083.2,September 2014,True
2011-2012,Dietary,"Dietary Interview - Total Nutrient Intakes, Second Day",DR2TOT_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DR2TOT_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DR2TOT_G.htm,6041.6,September 2014,True
2011-2012,Dietary,Dietary Interview Technical Support File - Food Codes,DRXFCD_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DRXFCD_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DRXFCD_G.htm,2150.4,September 2014,True
2011-2012,Dietary,Dietary Interview Technical Support File - Modification Codes,DRXMCD_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DRXMCD_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DRXMCD_G.htm,233.6,September 2014,True
2011-2012,Dietary,Dietary Supplement Database - Blend Information,DSBI,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSBI.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSBI.htm,10240.0,February 2025,True
2011-2012,Dietary,Dietary Supplement Database - Ingredient Information,DSII,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSII.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSII.htm,84377.6,February 2025,True
2011-2012,Dietary,Dietary Supplement Database - Product Information,DSPI,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSPI.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSPI.htm,6656.0,February 2025,True
2011-2012,Dietary,"Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day",DS1IDS_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DS1IDS_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DS1IDS_G.htm,3072.0,Updated December 2014,True
2011-2012,Dietary,"Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day",DS2IDS_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DS2IDS_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DS2IDS_G.htm,3174.4,Updated December 2014,True
2011-2012,Dietary,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",DS1TOT_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DS1TOT_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DS1TOT_G.htm,3584.0,Updated December 2014,True
2011-2012,Dietary,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",DS2TOT_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DS2TOT_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DS2TOT_G.htm,3584.0,Updated December 2014,True
2011-2012,Dietary,Dietary Supplement Use 30 Day - Individual Dietary Supplements,DSQIDS_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DSQIDS_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DSQIDS_G.htm,7168.0,December 2014,True
2011-2012,Dietary,Dietary Supplement Use 30-Day - Total Dietary Supplements,DSQTOT_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DSQTOT_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/DSQTOT_G.htm,2969.6,December 2014,True
2011-2012,Examination,Audiometry,AUX_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/AUX_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/AUX_G.htm,2457.6,April 2016,True
2011-2012,Examination,Audiometry - Acoustic Reflex,AUXAR_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/AUXAR_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/AUXAR_G.htm,11878.4,April 2016,True
2011-2012,Examination,Audiometry - Tympanometry,AUXTYM_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/AUXTYM_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/AUXTYM_G.htm,5939.2,April 2016,True
2011-2012,Examination,Blood Pressure,BPX_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/BPX_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/BPX_G.htm,1945.6,September 2013,True
2011-2012,Examination,Body Measures,BMX_G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/BMX_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/BMX_G.htm,1945.6,Updated September 2015,True
