cycle,gender,race_ethnicity,prevalence_pct,n_unweighted,n_cases,weighted_pop,outcome,midyear
2005-2006,Female,Non-Hispanic White,2.379198761782439,1274.0,37.0,7046084.754231546,Coronary Heart Disease,2005.5
2005-2006,Female,Other Hispanic,0.3586227818042637,79.0,1.0,339574.90510590904,Coronary Heart Disease,2005.5
2005-2006,Male,Mexican American,1.9357707755342273,473.0,13.0,799891.758000091,Coronary Heart Disease,2005.5
2005-2006,Male,Non-Hispanic Black,2.2435735694488694,538.0,17.0,979083.4864008181,Coronary Heart Disease,2005.5
2005-2006,Male,Non-Hispanic White,5.623396957334741,1208.0,103.0,6638240.210351091,Coronary Heart Disease,2005.5
2005-2006,Male,Other Hispanic,1.750049310354094,74.0,1.0,301378.433509091,Coronary Heart Disease,2005.5
2007-2008,Female,Mexican American,1.3619488014895236,531.0,12.0,750472.7902001818,Coronary Heart Disease,2007.5
2007-2008,Female,Non-Hispanic Black,0.7215219589761437,637.0,9.0,1224262.261815182,Coronary Heart Disease,2007.5
2007-2008,Female,Non-Hispanic White,2.0092330560216425,1363.0,48.0,7060781.645437364,Coronary Heart Disease,2007.5
2007-2008,Female,Other Hispanic,1.1574022056871465,369.0,7.0,503728.73682799994,Coronary Heart Disease,2007.5
2007-2008,Male,Mexican American,2.5304385435589616,497.0,23.0,872557.9088911817,Coronary Heart Disease,2007.5
2007-2008,Male,Non-Hispanic Black,1.9837233625617696,587.0,12.0,978943.5966017273,Coronary Heart Disease,2007.5
2007-2008,Male,Non-Hispanic White,5.54795357260685,1384.0,119.0,6479897.652495818,Coronary Heart Disease,2007.5
2007-2008,Male,Other Hispanic,2.1778403456234448,294.0,10.0,449421.40215090907,Coronary Heart Disease,2007.5
2009-2010,Female,Mexican American,1.2208095344738965,584.0,11.0,800940.0913062727,Coronary Heart Disease,2009.5
2009-2010,Female,Non-Hispanic Black,0.9088552502746172,569.0,7.0,1256349.2040729092,Coronary Heart Disease,2009.5
2009-2010,Female,Non-Hispanic White,2.2106855226571014,1516.0,48.0,6950110.671971,Coronary Heart Disease,2009.5
2009-2010,Female,Other Hispanic,0.7870612025707021,348.0,6.0,507606.0531420909,Coronary Heart Disease,2009.5
2009-2010,Male,Mexican American,1.7479209375267384,543.0,18.0,896842.3051268181,Coronary Heart Disease,2009.5
2009-2010,Male,Non-Hispanic Black,3.5289698335792625,551.0,25.0,1009117.5985503637,Coronary Heart Disease,2009.5
2009-2010,Male,Non-Hispanic White,5.481691275050223,1451.0,121.0,6544679.936632818,Coronary Heart Disease,2009.5
2009-2010,Male,Other Hispanic,1.8123895856994534,281.0,10.0,488799.0238809091,Coronary Heart Disease,2009.5
2011-2012,Female,Mexican American,1.0076928840021637,254.0,4.0,754225.4323375454,Coronary Heart Disease,2011.5
2011-2012,Female,Non-Hispanic Asian,1.0253131806800453,405.0,5.0,570664.1037168182,Coronary Heart Disease,2011.5
2011-2012,Female,Non-Hispanic Black,1.4820794122943606,755.0,15.0,1304856.0553830909,Coronary Heart Disease,2011.5
2011-2012,Female,Non-Hispanic White,2.344937899860437,1012.0,34.0,6963443.452929364,Coronary Heart Disease,2011.5
2011-2012,Female,Other Hispanic,1.639747832289777,314.0,6.0,702484.3897882728,Coronary Heart Disease,2011.5
2011-2012,Female,Other/Multiracial,4.327019823901646,70.0,4.0,260749.89732790913,Coronary Heart Disease,2011.5
2011-2012,Male,Mexican American,1.8943609779425132,283.0,7.0,813894.0460650909,Coronary Heart Disease,2011.5
2011-2012,Male,Non-Hispanic Asian,2.5581183085086874,387.0,11.0,490206.94650363637,Coronary Heart Disease,2011.5
2011-2012,Male,Non-Hispanic Black,1.9641733962657955,697.0,22.0,1034364.3449285454,Coronary Heart Disease,2011.5
2011-2012,Male,Non-Hispanic White,4.808638163032776,1020.0,72.0,6515376.182928637,Coronary Heart Disease,2011.5
2011-2012,Male,Other Hispanic,2.674583038378061,259.0,11.0,626796.9189620909,Coronary Heart Disease,2011.5
2011-2012,Male,Other/Multiracial,4.4662827932935425,82.0,5.0,259389.880153,Coronary Heart Disease,2011.5
2013-2014,Female,Mexican American,0.7624791396549178,389.0,5.0,914570.2089838181,Coronary Heart Disease,2013.5
2013-2014,Female,Non-Hispanic Asian,0.8179553999232985,346.0,3.0,605719.465568,Coronary Heart Disease,2013.5
2013-2014,Female,Non-Hispanic Black,1.9922846026157084,596.0,14.0,1315587.266637,Coronary Heart Disease,2013.5
2013-2014,Female,Non-Hispanic White,3.4994446990944574,1290.0,63.0,7083630.700549819,Coronary Heart Disease,2013.5
2013-2014,Female,Other Hispanic,1.0694670576581857,289.0,5.0,624155.1546225455,Coronary Heart Disease,2013.5
2013-2014,Female,Other/Multiracial,5.46828059339238,93.0,3.0,257820.45844936368,Coronary Heart Disease,2013.5
2013-2014,Male,Mexican American,1.8991523196916855,375.0,11.0,988279.7855955454,Coronary Heart Disease,2013.5
2013-2014,Male,Non-Hispanic Asian,3.0387684440420926,321.0,12.0,508903.2380640909,Coronary Heart Disease,2013.5
2013-2014,Male,Non-Hispanic Black,3.1539088605896604,577.0,23.0,1063294.4665169092,Coronary Heart Disease,2013.5
2013-2014,Male,Non-Hispanic White,5.602577515984127,1172.0,85.0,6594762.468030818,Coronary Heart Disease,2013.5
2013-2014,Male,Other Hispanic,2.816964191600481,219.0,8.0,533098.7341122727,Coronary Heart Disease,2013.5
2013-2014,Male,Other/Multiracial,0.0,84.0,0.0,297862.69543872727,Coronary Heart Disease,2013.5
2015-2016,Female,Mexican American,0.8236452738035759,534.0,8.0,947230.765074,Coronary Heart Disease,2015.5
2015-2016,Female,Non-Hispanic Asian,0.9338241905184498,351.0,3.0,661114.031406091,Coronary Heart Disease,2015.5
2015-2016,Female,Non-Hispanic Black,2.4258901253719336,635.0,17.0,1346574.5184635455,Coronary Heart Disease,2015.5
2015-2016,Female,Non-Hispanic White,2.8745198941604735,914.0,40.0,7007081.507157182,Coronary Heart Disease,2015.5
2015-2016,Female,Other Hispanic,1.4752132461781102,433.0,12.0,693600.9783891819,Coronary Heart Disease,2015.5
2015-2016,Female,Other/Multiracial,9.850244731131994,98.0,5.0,401074.5118134545,Coronary Heart Disease,2015.5
2015-2016,Male,Mexican American,2.2312837517232724,455.0,22.0,936393.5089853636,Coronary Heart Disease,2015.5
2015-2016,Male,Non-Hispanic Asian,2.9120977112241135,337.0,12.0,576137.5415194546,Coronary Heart Disease,2015.5
2015-2016,Male,Non-Hispanic Black,2.1715412344753258,560.0,21.0,1070347.0812926362,Coronary Heart Disease,2015.5
2015-2016,Male,Non-Hispanic White,5.118515634325987,938.0,75.0,6559754.641387001,Coronary Heart Disease,2015.5
2015-2016,Male,Other Hispanic,2.590986714538272,332.0,21.0,669825.2112455454,Coronary Heart Disease,2015.5
2015-2016,Male,Other/Multiracial,8.236836683890214,106.0,8.0,388493.39942209085,Coronary Heart Disease,2015.5
2017-2018,Female,Mexican American,1.0067394748776524,380.0,6.0,914622.5576450224,Coronary Heart Disease,2017.5
2017-2018,Female,Non-Hispanic Asian,1.3449168271035725,436.0,6.0,696246.0766227995,Coronary Heart Disease,2017.5
2017-2018,Female,Non-Hispanic Black,1.5690527756058912,680.0,14.0,1358357.841341597,Coronary Heart Disease,2017.5
2017-2018,Female,Non-Hispanic White,3.18047378559567,960.0,37.0,7010360.296462552,Coronary Heart Disease,2017.5
2017-2018,Female,Other Hispanic,1.1665405742064048,282.0,6.0,812428.4069372674,Coronary Heart Disease,2017.5
2017-2018,Female,Other/Multiracial,1.3621297671689803,122.0,3.0,449688.3845986902,Coronary Heart Disease,2017.5
2017-2018,Male,Mexican American,2.6825236704775315,353.0,15.0,990560.0098831584,Coronary Heart Disease,2017.5
2017-2018,Male,Non-Hispanic Asian,3.141130967637806,373.0,14.0,579290.379054741,Coronary Heart Disease,2017.5
2017-2018,Male,Non-Hispanic Black,1.7716986105567851,616.0,23.0,1123278.20806867,Coronary Heart Disease,2017.5
2017-2018,Male,Non-Hispanic White,7.856071481620362,968.0,123.0,6480903.801065139,Coronary Heart Disease,2017.5
2017-2018,Male,Other Hispanic,3.56378719573536,234.0,11.0,702353.7123441428,Coronary Heart Disease,2017.5
2017-2018,Male,Other/Multiracial,3.60966927358135,149.0,7.0,554677.5412354751,Coronary Heart Disease,2017.5
2021-2022,Female,Mexican American,1.1386189555166115,280.0,6.0,750447.0780358182,Coronary Heart Disease,2021.5
2021-2022,Female,Non-Hispanic Asian,1.163667744574034,237.0,5.0,734438.8624545455,Coronary Heart Disease,2021.5
2021-2022,Female,Non-Hispanic Black,1.6629751987056764,568.0,12.0,1366210.0407287274,Coronary Heart Disease,2021.5
2021-2022,Female,Non-Hispanic White,3.572271925777478,2522.0,98.0,6828448.552975182,Coronary Heart Disease,2021.5
2021-2022,Female,Other Hispanic,1.3461134492652367,435.0,12.0,1116745.6942548184,Coronary Heart Disease,2021.5
2021-2022,Female,Other/Multiracial,0.9032099814720214,268.0,7.0,669571.8444984546,Coronary Heart Disease,2021.5
2021-2022,Male,Mexican American,1.257855337594833,263.0,4.0,833722.0043817272,Coronary Heart Disease,2021.5
2021-2022,Male,Non-Hispanic Asian,3.6874469273557673,184.0,14.0,625225.4636315454,Coronary Heart Disease,2021.5
2021-2022,Male,Non-Hispanic Black,2.3113402066875204,425.0,14.0,1086521.593622,Coronary Heart Disease,2021.5
2021-2022,Male,Non-Hispanic White,7.05946910930426,2012.0,190.0,6514353.883496272,Coronary Heart Disease,2021.5
2021-2022,Male,Other Hispanic,3.2472917346069536,340.0,21.0,1013389.3762531818,Coronary Heart Disease,2021.5
2021-2022,Male,Other/Multiracial,6.717187115899249,239.0,19.0,686888.7364605456,Coronary Heart Disease,2021.5
1999-2000,Female,Mexican American,1.0143000222152325,687.0,16.0,541798.8185336108,Angina,1999.5
1999-2000,Female,Non-Hispanic Black,1.3326389303389703,494.0,11.0,1035907.1725393757,Angina,1999.5
1999-2000,Female,Non-Hispanic White,2.8965655200312996,1150.0,45.0,6327961.987045254,Angina,1999.5
1999-2000,Female,Other Hispanic,2.5120943030423026,180.0,7.0,804136.0688252875,Angina,1999.5
1999-2000,Male,Mexican American,0.9901919840814573,587.0,19.0,564226.5789711641,Angina,1999.5
1999-2000,Male,Non-Hispanic Black,1.9613151927355101,410.0,14.0,843729.5734456518,Angina,1999.5
1999-2000,Male,Non-Hispanic White,4.079792240258423,1059.0,62.0,5925671.891599251,Angina,1999.5
1999-2000,Male,Other Hispanic,1.085041566589496,127.0,3.0,606573.4949205657,Angina,1999.5
2001-2002,Female,Mexican American,1.379677736405354,570.0,10.0,619278.6887707273,Angina,2001.5
2001-2002,Female,Non-Hispanic Black,2.2808252769676063,533.0,15.0,1107904.3387215454,Angina,2001.5
2001-2002,Female,Non-Hispanic White,3.2515061148037225,1515.0,65.0,6638267.192042545,Angina,2001.5
2001-2002,Female,Other Hispanic,2.5744874043535733,128.0,4.0,608315.3222963637,Angina,2001.5
2001-2002,Male,Mexican American,1.0817603483842317,534.0,12.0,679457.8236698182,Angina,2001.5
2001-2002,Male,Non-Hispanic Black,1.4736687002413296,475.0,9.0,869462.8959679091,Angina,2001.5
2001-2002,Male,Non-Hispanic White,3.5956727273367783,1327.0,76.0,6268151.537931546,Angina,2001.5
2001-2002,Male,Other Hispanic,2.2573703235489897,109.0,3.0,476802.9951967274,Angina,2001.5
2003-2004,Female,Mexican American,2.4209294038631683,502.0,23.0,683017.429345909,Angina,2003.5
2003-2004,Female,Non-Hispanic Black,1.265262481479243,513.0,8.0,1165985.1290250907,Angina,2003.5
2003-2004,Female,Non-Hispanic White,3.14917319197464,1403.0,67.0,6981383.251154454,Angina,2003.5
2003-2004,Female,Other Hispanic,2.9228626946474705,81.0,3.0,358680.4024237272,Angina,2003.5
2003-2004,Male,Mexican American,0.349164682783073,478.0,8.0,761593.4383961819,Angina,2003.5
2003-2004,Male,Non-Hispanic Black,0.5216835420048153,476.0,5.0,920647.6276432727,Angina,2003.5
2003-2004,Male,Non-Hispanic White,4.229013992019971,1280.0,86.0,6438777.700763818,Angina,2003.5
2003-2004,Male,Other Hispanic,0.0,71.0,1.0,311767.4187901818,Angina,2003.5
2005-2006,Female,Mexican American,1.203203481241315,528.0,9.0,718882.9110966364,Angina,2005.5
2005-2006,Female,Non-Hispanic Black,2.965320492380729,579.0,18.0,1203684.9074886362,Angina,2005.5
2005-2006,Female,Non-Hispanic White,2.6387330844385155,1276.0,43.0,7052559.445578818,Angina,2005.5
2005-2006,Female,Other Hispanic,0.9610457469894018,79.0,1.0,339574.90510590904,Angina,2005.5
2005-2006,Male,Mexican American,1.4893115764884992,473.0,10.0,799891.758000091,Angina,2005.5
2005-2006,Male,Non-Hispanic Black,1.4854938228991827,540.0,11.0,982222.3537928183,Angina,2005.5
2005-2006,Male,Non-Hispanic White,3.0706296976147334,1211.0,58.0,6640084.916947818,Angina,2005.5
2005-2006,Male,Other Hispanic,1.7375679079983348,75.0,1.0,303543.31320827274,Angina,2005.5
2007-2008,Female,Mexican American,0.780734786867508,530.0,7.0,749696.8283420908,Angina,2007.5
2007-2008,Female,Non-Hispanic Black,1.5152442461559608,637.0,13.0,1222166.1047822728,Angina,2007.5
2007-2008,Female,Non-Hispanic White,1.9384382824965276,1363.0,41.0,7057049.437639454,Angina,2007.5
2007-2008,Female,Other Hispanic,1.9144331995266104,369.0,11.0,503715.2257874545,Angina,2007.5
2007-2008,Male,Mexican American,1.6417442716787116,498.0,13.0,873873.5444169999,Angina,2007.5
2007-2008,Male,Non-Hispanic Black,0.7064001528975246,587.0,5.0,977508.7379484545,Angina,2007.5
2007-2008,Male,Non-Hispanic White,2.560526858221893,1390.0,59.0,6493079.104278183,Angina,2007.5
2007-2008,Male,Other Hispanic,1.2629194469629734,293.0,6.0,447953.20486590907,Angina,2007.5
2009-2010,Female,Mexican American,1.5795719338376484,586.0,12.0,804102.5607060001,Angina,2009.5
2009-2010,Female,Non-Hispanic Black,1.9982249971662556,568.0,14.0,1254883.3674666362,Angina,2009.5
2009-2010,Female,Non-Hispanic White,1.6333334130964554,1518.0,32.0,6958809.737687182,Angina,2009.5
2009-2010,Female,Other Hispanic,0.856950407446251,349.0,5.0,509354.33492145455,Angina,2009.5
2009-2010,Male,Mexican American,1.3443760712331956,545.0,11.0,900351.7038466363,Angina,2009.5
2009-2010,Male,Non-Hispanic Black,1.34429442180234,551.0,9.0,1007876.410756,Angina,2009.5
2009-2010,Male,Non-Hispanic White,2.647947519304799,1453.0,60.0,6552731.818663636,Angina,2009.5
2009-2010,Male,Other Hispanic,1.533730088070191,283.0,6.0,491652.9304257273,Angina,2009.5
2011-2012,Female,Mexican American,1.4949803137114976,255.0,5.0,755787.1404974544,Angina,2011.5
2011-2012,Female,Non-Hispanic Asian,0.38263730898451065,404.0,3.0,569027.8915837272,Angina,2011.5
2011-2012,Female,Non-Hispanic Black,2.0523083110164353,755.0,17.0,1304866.2401069999,Angina,2011.5
2011-2012,Female,Non-Hispanic White,2.679769658677727,1015.0,37.0,6991494.120899091,Angina,2011.5
2011-2012,Female,Other Hispanic,1.0119558446412704,313.0,4.0,699976.3217536364,Angina,2011.5
2011-2012,Female,Other/Multiracial,0.0,70.0,0.0,260749.89732790913,Angina,2011.5
2011-2012,Male,Mexican American,0.581629494774081,284.0,4.0,815300.1307639091,Angina,2011.5
2011-2012,Male,Non-Hispanic Asian,1.1668518270984407,385.0,7.0,489289.63506381813,Angina,2011.5
2011-2012,Male,Non-Hispanic Black,0.9842586470652385,698.0,10.0,1035312.6953628182,Angina,2011.5
2011-2012,Male,Non-Hispanic White,2.882638466947316,1021.0,31.0,6528219.996841818,Angina,2011.5
2011-2012,Male,Other Hispanic,1.9107918859246855,259.0,9.0,624179.721589909,Angina,2011.5
2011-2012,Male,Other/Multiracial,1.694112357270772,82.0,2.0,259389.880153,Angina,2011.5
2013-2014,Female,Mexican American,0.9926062655450482,389.0,5.0,914570.2089838181,Angina,2013.5
2013-2014,Female,Non-Hispanic Asian,0.9321688071580086,346.0,3.0,605719.465568,Angina,2013.5
2013-2014,Female,Non-Hispanic Black,1.06247058608359,594.0,8.0,1309692.3795853637,Angina,2013.5
2013-2014,Female,Non-Hispanic White,2.023314566897268,1294.0,37.0,7098868.425283727,Angina,2013.5
2013-2014,Female,Other Hispanic,1.3845739769550425,289.0,5.0,624155.1546225455,Angina,2013.5
2013-2014,Female,Other/Multiracial,1.4760826912690796,94.0,1.0,260317.91425809092,Angina,2013.5
2013-2014,Male,Mexican American,0.9183966705318674,376.0,7.0,986671.7638099999,Angina,2013.5
2013-2014,Male,Non-Hispanic Asian,1.4071054108196765,321.0,5.0,508903.2380640909,Angina,2013.5
2013-2014,Male,Non-Hispanic Black,1.1146624866542847,579.0,7.0,1066139.4527705454,Angina,2013.5
2013-2014,Male,Non-Hispanic White,3.3348617686746946,1176.0,51.0,6610941.315359818,Angina,2013.5
2013-2014,Male,Other Hispanic,1.7602487136388667,219.0,7.0,533098.7341122727,Angina,2013.5
2013-2014,Male,Other/Multiracial,0.0,84.0,0.0,297862.69543872727,Angina,2013.5
2015-2016,Female,Mexican American,0.8903596795170731,536.0,8.0,950157.716062,Angina,2015.5
2015-2016,Female,Non-Hispanic Asian,0.574111830719566,350.0,2.0,656953.1711586365,Angina,2015.5
2015-2016,Female,Non-Hispanic Black,1.8583186342906008,634.0,12.0,1345241.279708909,Angina,2015.5
2015-2016,Female,Non-Hispanic White,2.2403670420771866,914.0,26.0,7010422.892788727,Angina,2015.5
2015-2016,Female,Other Hispanic,1.1881106085889077,430.0,8.0,690964.021043091,Angina,2015.5
2015-2016,Female,Other/Multiracial,3.7400333231878937,98.0,5.0,401074.5118134545,Angina,2015.5
2015-2016,Male,Mexican American,0.5994391667861615,458.0,6.0,937626.5083437273,Angina,2015.5
2015-2016,Male,Non-Hispanic Asian,0.6225323205653562,337.0,3.0,576272.0184283636,Angina,2015.5
2015-2016,Male,Non-Hispanic Black,1.961636817472159,563.0,14.0,1074082.4539471818,Angina,2015.5
2015-2016,Male,Non-Hispanic White,2.596590841606565,943.0,37.0,6588189.994429636,Angina,2015.5
2015-2016,Male,Other Hispanic,1.5179073522260271,332.0,9.0,669234.653462091,Angina,2015.5
2015-2016,Male,Other/Multiracial,2.8510917641918203,106.0,3.0,386924.0992586363,Angina,2015.5
2017-2018,Female,Mexican American,1.0706826836278127,380.0,8.0,914622.5576450224,Angina,2017.5
2017-2018,Female,Non-Hispanic Asian,0.7174614191300561,434.0,3.0,694138.4016264947,Angina,2017.5
2017-2018,Female,Non-Hispanic Black,1.4397636677657029,680.0,12.0,1359743.416563678,Angina,2017.5
2017-2018,Female,Non-Hispanic White,2.3798254154675544,960.0,35.0,7009188.372802174,Angina,2017.5
2017-2018,Female,Other Hispanic,1.3165820490376032,283.0,6.0,813341.9810484387,Angina,2017.5
2017-2018,Female,Other/Multiracial,1.7421054650417884,120.0,6.0,444961.5134578943,Angina,2017.5
2017-2018,Male,Mexican American,0.9104050479259109,351.0,7.0,983908.6962921303,Angina,2017.5
2017-2018,Male,Non-Hispanic Asian,1.5238143012460432,370.0,8.0,573470.6539131982,Angina,2017.5
2017-2018,Male,Non-Hispanic Black,0.6940067422044843,611.0,7.0,1117681.8801537133,Angina,2017.5
2017-2018,Male,Non-Hispanic White,4.330561569784399,966.0,54.0,6473502.992385155,Angina,2017.5
2017-2018,Male,Other Hispanic,1.664191301107884,234.0,9.0,702353.7123441428,Angina,2017.5
2017-2018,Male,Other/Multiracial,6.48738143963799,150.0,6.0,556623.1589736856,Angina,2017.5
2021-2022,Female,Mexican American,0.5120660294954428,282.0,3.0,754509.2337528182,Angina,2021.5
2021-2022,Female,Non-Hispanic Asian,0.0,238.0,1.0,734438.8624545455,Angina,2021.5
2021-2022,Female,Non-Hispanic Black,0.6521661967696681,567.0,6.0,1363156.1765917274,Angina,2021.5
2021-2022,Female,Non-Hispanic White,1.7584868290395468,2522.0,58.0,6834381.124801545,Angina,2021.5
2021-2022,Female,Other Hispanic,1.6457251882585466,437.0,12.0,1117837.787835,Angina,2021.5
2021-2022,Female,Other/Multiracial,1.168798033594446,268.0,5.0,669571.8444984546,Angina,2021.5
2021-2022,Male,Mexican American,1.8694740389038795,263.0,6.0,833722.0043817272,Angina,2021.5
2021-2022,Male,Non-Hispanic Asian,0.7629084523763922,184.0,4.0,625225.4636315454,Angina,2021.5
2021-2022,Male,Non-Hispanic Black,0.6667595770033155,426.0,4.0,1088179.8459117273,Angina,2021.5
2021-2022,Male,Non-Hispanic White,2.2808476302270866,2014.0,62.0,6512670.933653637,Angina,2021.5
2021-2022,Male,Other Hispanic,1.777267128829748,339.0,14.0,996307.3192412728,Angina,2021.5
2021-2022,Male,Other/Multiracial,3.3162085036831948,243.0,6.0,691799.9487632727,Angina,2021.5
1999-2000,Female,Mexican American,1.0992524616536608,692.0,20.0,543857.2870284433,Stroke,1999.5
1999-2000,Female,Non-Hispanic Black,2.630560699873756,499.0,23.0,1043298.980791043,Stroke,1999.5
1999-2000,Female,Non-Hispanic White,2.7043659301987684,1151.0,44.0,6334402.9722568,Stroke,1999.5
1999-2000,Female,Other Hispanic,1.971673041895529,180.0,3.0,804136.0688252875,Stroke,1999.5
1999-2000,Male,Mexican American,1.3454463909977878,590.0,26.0,565008.3177272717,Stroke,1999.5
1999-2000,Male,Non-Hispanic Black,2.5172410157843483,411.0,22.0,844637.6316950077,Stroke,1999.5
1999-2000,Male,Non-Hispanic White,2.1098744081579714,1060.0,44.0,5925672.176360732,Stroke,1999.5
1999-2000,Male,Other Hispanic,1.4414209693987992,130.0,4.0,612204.8927695141,Stroke,1999.5
2001-2002,Female,Mexican American,0.7529593489350661,573.0,10.0,621232.5492710001,Stroke,2001.5
2001-2002,Female,Non-Hispanic Black,3.562849797563331,535.0,23.0,1113044.8563709091,Stroke,2001.5
2001-2002,Female,Non-Hispanic White,2.4445424973381233,1521.0,59.0,6646682.374235637,Stroke,2001.5
2001-2002,Female,Other Hispanic,1.855373222279356,128.0,3.0,608315.3222963637,Stroke,2001.5
2001-2002,Male,Mexican American,0.7497020883577153,539.0,13.0,681490.8165614546,Stroke,2001.5
2001-2002,Male,Non-Hispanic Black,3.1121073594313367,477.0,20.0,871241.7162489091,Stroke,2001.5
2001-2002,Male,Non-Hispanic White,2.1639961114671618,1330.0,67.0,6294843.296259182,Stroke,2001.5
2001-2002,Male,Other Hispanic,2.762630331521773,109.0,3.0,476802.9951967274,Stroke,2001.5
2003-2004,Female,Mexican American,1.560286066714106,501.0,12.0,682670.8381562727,Stroke,2003.5
2003-2004,Female,Non-Hispanic Black,3.991351501344264,518.0,23.0,1173418.6426360907,Stroke,2003.5
2003-2004,Female,Non-Hispanic White,3.257833689145739,1404.0,68.0,6995859.487316364,Stroke,2003.5
2003-2004,Female,Other Hispanic,0.0,81.0,0.0,358680.4024237272,Stroke,2003.5
2003-2004,Male,Mexican American,1.6090404828089822,481.0,22.0,762862.8740916364,Stroke,2003.5
2003-2004,Male,Non-Hispanic Black,2.8827502347087814,476.0,20.0,920647.6276432727,Stroke,2003.5
2003-2004,Male,Non-Hispanic White,2.421078688974801,1281.0,56.0,6446238.712738091,Stroke,2003.5
2003-2004,Male,Other Hispanic,0.0,71.0,1.0,311767.4187901818,Stroke,2003.5
2005-2006,Female,Mexican American,2.551886016779819,529.0,13.0,720684.7740981819,Stroke,2005.5
2005-2006,Female,Non-Hispanic Black,3.6355528006396733,581.0,24.0,1208898.2891803638,Stroke,2005.5
2005-2006,Female,Non-Hispanic White,3.7082578159697945,1277.0,59.0,7061023.118982182,Stroke,2005.5
2005-2006,Female,Other Hispanic,0.3586227818042637,79.0,1.0,339574.90510590904,Stroke,2005.5
2005-2006,Male,Mexican American,0.9187792114607992,472.0,9.0,800543.0273005455,Stroke,2005.5
2005-2006,Male,Non-Hispanic Black,2.9888499235271144,541.0,23.0,983743.5404747273,Stroke,2005.5
2005-2006,Male,Non-Hispanic White,2.3986218968913096,1212.0,57.0,6643973.310432,Stroke,2005.5
2005-2006,Male,Other Hispanic,2.3557687698256498,75.0,2.0,303543.31320827274,Stroke,2005.5
2007-2008,Female,Mexican American,1.2266020923736527,532.0,11.0,751961.6558608182,Stroke,2007.5
2007-2008,Female,Non-Hispanic Black,4.443349759493125,639.0,37.0,1225480.4776044546,Stroke,2007.5
2007-2008,Female,Non-Hispanic White,4.046446538035473,1360.0,79.0,7044462.472678546,Stroke,2007.5
2007-2008,Female,Other Hispanic,1.6999840916807556,369.0,8.0,504284.6178570909,Stroke,2007.5
2007-2008,Male,Mexican American,0.9795282839211039,499.0,8.0,876066.3700577272,Stroke,2007.5
2007-2008,Male,Non-Hispanic Black,4.3994104336673026,588.0,36.0,979866.2669292728,Stroke,2007.5
2007-2008,Male,Non-Hispanic White,2.7073097870126617,1388.0,66.0,6472501.917964546,Stroke,2007.5
2007-2008,Male,Other Hispanic,1.2300910296922265,296.0,7.0,451760.90737472725,Stroke,2007.5
2009-2010,Female,Mexican American,0.7850446960908086,588.0,10.0,807517.088219091,Stroke,2009.5
2009-2010,Female,Non-Hispanic Black,4.398077807367085,569.0,29.0,1256349.2040729092,Stroke,2009.5
2009-2010,Female,Non-Hispanic White,2.7331498012447595,1520.0,59.0,6964075.108524818,Stroke,2009.5
2009-2010,Female,Other Hispanic,1.0470410039533409,348.0,6.0,508651.36877772736,Stroke,2009.5
2009-2010,Male,Mexican American,1.8467207999296207,548.0,14.0,901912.6192368182,Stroke,2009.5
2009-2010,Male,Non-Hispanic Black,3.072697343187294,551.0,23.0,1008619.8303373636,Stroke,2009.5
2009-2010,Male,Non-Hispanic White,2.642205404636118,1456.0,64.0,6561644.318756455,Stroke,2009.5
2009-2010,Male,Other Hispanic,1.8124995253556877,283.0,9.0,491652.9304257273,Stroke,2009.5
2011-2012,Female,Mexican American,2.1673711542932996,255.0,8.0,755787.1404974544,Stroke,2011.5
2011-2012,Female,Non-Hispanic Asian,2.322532410276388,405.0,11.0,570664.1037168182,Stroke,2011.5
2011-2012,Female,Non-Hispanic Black,4.719245769619769,757.0,39.0,1306117.8489884546,Stroke,2011.5
2011-2012,Female,Non-Hispanic White,3.1407774387541076,1015.0,47.0,6989297.620145546,Stroke,2011.5
2011-2012,Female,Other Hispanic,2.040593363152093,316.0,10.0,705493.8594802727,Stroke,2011.5
2011-2012,Female,Other/Multiracial,2.13561465079691,70.0,3.0,260749.89732790913,Stroke,2011.5
2011-2012,Male,Mexican American,2.6486291866971294,285.0,11.0,817120.5715315455,Stroke,2011.5
2011-2012,Male,Non-Hispanic Asian,0.9072641690566677,388.0,4.0,491168.9262051818,Stroke,2011.5
2011-2012,Male,Non-Hispanic Black,4.296814901436957,698.0,41.0,1035312.6953628182,Stroke,2011.5
2011-2012,Male,Non-Hispanic White,2.3488514099187556,1024.0,46.0,6531756.5890926365,Stroke,2011.5
2011-2012,Male,Other Hispanic,1.3902590023567687,260.0,4.0,627747.8872266363,Stroke,2011.5
2011-2012,Male,Other/Multiracial,11.76429509295242,82.0,5.0,259389.880153,Stroke,2011.5
2013-2014,Female,Mexican American,1.798140724719262,388.0,10.0,913664.0580039091,Stroke,2013.5
2013-2014,Female,Non-Hispanic Asian,2.336776129268751,346.0,8.0,605719.465568,Stroke,2013.5
2013-2014,Female,Non-Hispanic Black,3.0141565047844097,597.0,23.0,1315587.266637,Stroke,2013.5
2013-2014,Female,Non-Hispanic White,3.6417108405699894,1294.0,59.0,7096939.616563272,Stroke,2013.5
2013-2014,Female,Other Hispanic,2.1552483158175617,289.0,10.0,624155.1546225455,Stroke,2013.5
2013-2014,Female,Other/Multiracial,6.515830692906855,94.0,4.0,260317.91425809092,Stroke,2013.5
2013-2014,Male,Mexican American,1.2796850110253701,377.0,7.0,989604.9236961817,Stroke,2013.5
